# Fitness: Best, Avg, Worst
-88.1865756573087936	-532.319932412474259	-3639.98797751822576
-48.6260319870305153	-323.664109704833152	-719.364281266171702
-48.6260319870305153	-278.358806295034469	-1024.90383053254686
-48.6260319870305153	-321.358637707478124	-1324.7210547281079
-46.9455505382324674	-238.823860685161605	-982.175515857685923
-42.4331214542473063	-340.230983923109875	-1077.56118953149144
-42.4331214542473063	-417.941762651150384	-3123.25827563254506
-42.4331214542473063	-330.405277802913929	-2103.87624406125997
-42.4331214542473063	-256.784936567596219	-1174.43179083158748
-42.4331214542473063	-325.874344355182643	-2603.39342086313491
-42.4331214542473063	-276.664638291368476	-1267.56156592165325
-42.4331214542473063	-376.296575178671787	-3872.64270900155952
-42.4331214542473063	-309.78369431856413	-1055.07983617969785
-41.5588313248648831	-270.921396931504262	-717.414175797439043
-41.5588313248648831	-208.051326247954393	-1133.06080109645222
-41.5588313248648831	-289.807239073979645	-1369.14840128793935
-41.5588313248648831	-287.848553342088792	-1014.02933166855109
-41.5588313248648831	-216.997389792469079	-982.175515857685923
-26.9074895573451656	-203.437925488568112	-748.52950835946308
-26.9074895573451656	-212.331708487391722	-982.175515857685923
-26.9074895573451656	-250.353189154586516	-725.734929660439775
-26.9074895573451656	-261.441879319551276	-988.640355252299059
-26.9074895573451656	-251.088246828873423	-818.319800387538862
-26.9074895573451656	-253.888901368797093	-749.177959324626272
-26.9074895573451656	-225.627698440532157	-982.175515857685923
-26.9074895573451656	-257.739269125101146	-866.504333345920713
-26.9074895573451656	-315.226549764119625	-1358.34539475095289
-26.9074895573451656	-310.041486991499312	-1751.72105678684352
-26.9074895573451656	-237.915058390318194	-858.685377446512575
-12.7663647298690712	-256.467612359120494	-708.199127276327431
-12.7663647298690712	-255.675653977209947	-1434.52267099610071
-12.7663647298690712	-263.912484989341181	-982.879509155381356
-12.7663647298690712	-299.644637673504576	-1055.5654476415566
-12.7663647298690712	-262.09730396483252	-982.175515857685923
-12.7663647298690712	-219.37512015529478	-667.455054621292788
-12.7663647298690712	-322.64292789669139	-2312.37867137754893
-8.26243543502343414	-252.036891446190822	-957.885366126533654
-8.26243543502343414	-270.441807229167239	-982.175515857685923
-8.26243543502343414	-242.604846424050237	-675.07979378029836
-5.9870378085277709	-209.722243891679767	-574.286345986421111
-5.9870378085277709	-220.443235201383828	-1064.52973772185055
18.5553706308949415	-236.335812670575876	-664.643246080232416
23.7827629831358749	-206.228909328833822	-982.175515857685923
23.7827629831358749	-219.836195865416897	-982.175515857685923
23.7827629831358749	-205.78650305218423	-802.567673517203502
23.7827629831358749	-192.154356854159801	-672.75236845142922
40.4720979274658674	-192.852032157307974	-646.771350946201778
40.4720979274658674	-157.340628216216771	-629.854458543613191
40.4720979274658674	-178.050718988601972	-629.854458543613191
40.4720979274658674	-187.474898991228088	-1256.05927363810019
40.4720979274658674	-205.773877398332729	-698.006124663958985
40.4720979274658674	-164.688312051041976	-571.311583375612599
40.4720979274658674	-199.201354270796003	-738.54233068307849
40.4720979274658674	-181.573593749351232	-589.493053179386379
40.4720979274658674	-243.595391225294776	-1638.02976542791703
40.4720979274658674	-269.027621738387666	-675.355867497277586
40.4720979274658674	-247.663371688350992	-626.326706971216822
40.4720979274658674	-252.011340961310026	-819.698095344793046
40.4720979274658674	-254.175583091267555	-1238.36814900026297
40.4720979274658674	-255.281922272284248	-704.346754282444749
40.4720979274658674	-219.468812919323568	-1108.24008162803261
40.4720979274658674	-266.9932971430419	-982.175515857685923
40.4720979274658674	-250.602625456689935	-982.175515857685923
40.4720979274658674	-239.692563259558511	-982.175515857685923
40.4720979274658674	-239.64921233260327	-736.873361803078637
40.4720979274658674	-261.492069562961092	-1673.55817968535803
74.8096792246664535	-241.222909083229325	-982.175515857685923
74.8096792246664535	-304.60023177722627	-1332.29629938985113
74.8096792246664535	-274.615220872445661	-1332.29629938985113
74.8096792246664535	-236.300424789315286	-982.175515857685923
74.8096792246664535	-300.484616934182839	-1240.07765307572208
74.8096792246664535	-269.817792351362186	-1465.32029647415857
74.8096792246664535	-283.694500839219643	-1216.40217988005338
74.8096792246664535	-358.002290484595449	-1220.56228843764029
116.183771232734969	-295.341667677653504	-1718.28124465104224
116.183771232734969	-227.125607285028735	-797.398388042278384
116.183771232734969	-271.570832727903507	-1119.85143266175578
116.183771232734969	-265.903145768316051	-982.175515857685923
116.183771232734969	-232.308594611128569	-1141.5666546729426
116.183771232734969	-316.083973512632497	-1874.28664860325739
116.183771232734969	-306.409727336361584	-982.175515857685923
116.183771232734969	-332.21715602900241	-1599.47843303073682
116.183771232734969	-236.335275398565017	-982.175515857685923
116.183771232734969	-255.172640429736163	-1355.59277666719754
116.183771232734969	-281.280824740095511	-1306.29564002513871
116.183771232734969	-280.123696260690679	-1114.20465350672885
201.979571152023652	-231.626091514299162	-1301.02584276850894
201.979571152023652	-297.402623551013221	-1447.58923350992814
